"Mã TTHC","Tên TTHC","Mã cơ quan công bố","Cơ quan công bố","Lĩnh vực","Cấp thực hiện"
"1.008365","Hỗ trợ người sử dụng lao động vay vốn để trả lương ngừng việc, trả lương phục hồi sản xuất do đại dịch COVID-19","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Tiền lương","Cấp Huyện"
"1.008365","Hỗ trợ người sử dụng lao động vay vốn để trả lương ngừng việc, trả lương phục hồi sản xuất do đại dịch COVID-19","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Tiền lương","Cấp Tỉnh"
"1.008377","Thủ tục xét tiếp nhận vào viên chức và bổ nhiệm vào chức danh nghiên cứu khoa học, chức danh công nghệ đối với cá nhân có thành tích vượt trội trong hoạt động khoa học và công nghệ (Cấp Tỉnh)","000.00.00.G06","Bộ Khoa học và Công nghệ","Hoạt động khoa học và công nghệ","Cấp Tỉnh"
"1.008379","Thủ tục xét đặc cách bổ nhiệm vào chức danh khoa học, chức danh công nghệ cao hơn không qua thi thăng hạng, không phụ thuộc năm công tác (Cấp Tỉnh)","000.00.00.G06","Bộ Khoa học và Công nghệ","Hoạt động khoa học và công nghệ","Cấp Tỉnh"
"1.008408","Phê duyệt việc tiếp nhận viện trợ quốc tế khẩn cấp để cứu trợ thuộc thẩm quyền của Ủy ban nhân dân các tỉnh, thành phố trực thuộc Trung ương","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Phòng, chống thiên tai","Cấp Tỉnh"
"1.008409","Phê duyệt Văn kiện viện trợ quốc tế khẩn cấp để khắc phục hậu quả thiên tai không thuộc thẩm quyền quyết định chủ trương tiếp nhận của Thủ tướng Chính phủ (cấp tỉnh)","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Phòng, chống thiên tai","Cấp Tỉnh"
"1.008410","Điều chỉnh Văn kiện viện trợ quốc tế khẩn cấp để khắc phục hậu quả thiên tai không thuộc thẩm quyền quyết định chủ trương tiếp nhận của Thủ tướng Chính phủ (cấp tỉnh)","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Phòng, chống thiên tai","Cấp Tỉnh"
"1.008423","Quyết định chủ trương đầu tư chương trình, dự án thuộc thẩm quyền của người đứng đầu cơ quan chủ quản (cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư bằng vốn hỗ trợ phát triển chính thức (ODA) và viện trợ không hoàn lại không thuộc hỗ trợ phát triển chính thức","Cấp Tỉnh"
"1.008603","Kê khai, thẩm định tờ khai phí bảo vệ môi trường đối với nước thải","000.00.00.G12","Bộ Tài chính","Chính sách Thuế","Cấp Tỉnh"
"1.008603","Kê khai, thẩm định tờ khai phí bảo vệ môi trường đối với nước thải","000.00.00.G12","Bộ Tài chính","Chính sách Thuế","Cấp Huyện"
"1.008624","Cấp lại Chứng chỉ hành nghề luật sư trong trường hợp bị thu hồi Chứng chỉ hành nghề luật sư theo quy định tại Điều 18 của Luật Luật sư","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.008628","Cấp lại Chứng chỉ hành nghề luật sư trong trường hợp bị mất, bị rách, bị cháy hoặc vì lý do khác không cố ý","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.008675","Cấp giấy phép trao đổi, mua, bán, tặng cho, thuê, lưu giữ, vận chuyển mẫu vật của loài thuộc Danh mục loài được ưu tiên bảo vệ","000.00.00.G13","Bộ Tài nguyên và Môi trường","Môi trường","Cấp Tỉnh"
"1.008682","Cấp Giấy chứng nhận Cơ sở bảo tồn đa dạng sinh học","000.00.00.G13","Bộ Tài nguyên và Môi trường","Môi trường","Cấp Tỉnh"
"1.008709","Chuyển đổi công ty luật trách nhiệm hữu hạn và công ty luật hợp danh, chuyển đổi văn phòng luật sư thành công ty luật","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.008722","Chuyển đổi nhà trẻ, trường mẫu giáo, trường mầm non tư thục do nhà đầu tư nước ngoài đầu tư sang nhà trẻ, trường mẫu giáo, trường mầm non tư thục hoạt động không vì lợi nhuận","000.00.00.G03","Bộ Giáo dục và Đào tạo","Đào tạo với nước ngoài","Cấp Tỉnh"
"1.008723","Chuyển đổi trường trung học phổ thông tư thục, trường phổ thông tư thục có nhiều cấp học có cấp học cao nhất là trung học phổ thông do nhà đầu tư trong nước đầu tư; cơ sở giáo dục phổ thông tư thục do nhà đầu tư nước ngoài đầu tư sang trường phổ thông tư thục hoạt động không vì lợi nhuận","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Tỉnh"
"1.008724","Chuyển đổi nhà trẻ, trường mẫu giáo, trường mầm non tư thục do nhà đầu tư trong nước đầu tư sang nhà trẻ, trường mẫu giáo, trường mầm non tư thục hoạt động không vì lợi nhuận","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Huyện"
"1.008725","Chuyển đổi trường tiểu học tư thục, trường trung học cơ sở tư thục và trường phổ thông tư thục có nhiều cấp học có cấp học cao nhất là trung học cơ sở do nhà đầu tư trong nước đầu tư sang trường phổ thông tư thục hoạt động không vì lợi nhuận","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Huyện"
"1.008727","Thay đổi thành viên hợp danh của công ty hợp danh hoặc thay đổi chủ doanh nghiệp tư nhân của doanh nghiệp quản lý, thanh lý tài sản","000.00.00.G15","Bộ Tư pháp","Quản tài viên","Cấp Tỉnh"
"1.008889","Đăng ký hoạt động của Trung tâm Trọng tài sau khi được Bộ Tư pháp cấp Giấy phép thành lập; đăng ký hoạt động Trung tâm trọng tài khi thay đổi địa điểm đặt trụ sở sang tỉnh, thành phố trực thuộc trung ương khác","000.00.00.G15","Bộ Tư pháp","Trọng tài thương mại","Cấp Tỉnh"
"1.008890","Đăng ký hoạt động của Chi nhánh Trung tâm trọng tài; đăng ký hoạt động của Chi nhánh Trung tâm trọng tài khi thay đổi địa điểm đặt trụ sở sang tỉnh, thành phố trực thuộc trung ương khác","000.00.00.G15","Bộ Tư pháp","Trọng tài thương mại","Cấp Tỉnh"
"1.008891","Thủ tục cấp chứng chỉ hành nghề kiến trúc","000.00.00.G17","Bộ Xây dựng","Quy hoạch xây dựng, kiến trúc","Cấp Tỉnh"
"1.008895","Thủ tục thông báo thành lập thư viện chuyên ngành ở cấp tỉnh, thư viện đại học là thư viện ngoài công lập và thư viện của tổ chức, cá nhân nước ngoài có phục vụ người Việt Nam","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thư viện","Cấp Tỉnh"
"1.008896","Thủ tục thông báo sáp nhập, hợp nhất, chia, tách đối với thư viện chuyên ngành ở cấp tỉnh, thư viện đại học là thư viện ngoài công lập, thư viện của tổ chức cá nhân nước ngoài có phục vụ người Việt Nam","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thư viện","Cấp Tỉnh"
"1.008897","Thủ tục thông báo chấm dứt hoạt động đối với thư viện chuyên ngành ở cấp tỉnh, thư viện đại học là thư viện ngoài công lập, thư viện của tổ chức, cá nhân nước ngoài có phục vụ người Việt Nam","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thư viện","Cấp Tỉnh"
"1.008898","Thủ tục thông báo thành lập đối với thư viện thuộc cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông, cơ sở giáo dục nghề nghiệp và cơ sở giáo dục khác ngoài công lập và thư viện tư nhân có phục vụ cộng đồng","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thư viện","Cấp Huyện"
"1.008899","Thủ tục thông báo sáp nhập, hợp nhất, chia, tách thư viện đối với thư viện thuộc cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông, cơ sở giáo dục nghề nghiệp và cơ sở giáo dục khác ngoài công lập, thư viện tư nhân có phục vụ cộng đồng","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thư viện","Cấp Huyện"
"1.008900","Thủ tục thông báo chấm dứt hoạt động thư viện đối với thư viện thuộc cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông, cơ sở giáo dục nghề nghiệp và cơ sở giáo dục khác ngoài công lập, thư viện tư nhân có phục vụ cộng đồng","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thư viện","Cấp Huyện"
"1.008904","Thay đổi nội dung Giấy đăng ký hoạt động của Trung tâm trọng tài; thay đổi nội dung Giấy đăng ký hoạt động của Chi nhánh Tổ chức trọng tài nước ngoài tại Việt Nam","000.00.00.G15","Bộ Tư pháp","Trọng tài thương mại","Cấp Tỉnh"
"1.008905","Thay đổi nội dung Giấy đăng ký hoạt động của Chi nhánh Trung tâm trọng tài khi thay đổi Trưởng Chi nhánh, địa điểm đặt trụ sở của Chi nhánh trong phạm vi tỉnh, thành phố trực thuộc trung ương","000.00.00.G15","Bộ Tư pháp","Trọng tài thương mại","Cấp Tỉnh"
"1.008906","Đăng ký hoạt động Chi nhánh của Tổ chức trọng tài nước ngoài tại Việt Nam sau khi được Bộ Tư pháp cấp Giấy phép thành lập; đăng ký hoạt động Chi nhánh của Tổ chức trọng tài nước ngoài tại Việt Nam trong trường hợp chuyển địa điểm trụ sở sang tỉnh thành phố trực thuộc trung ương khác","000.00.00.G15","Bộ Tư pháp","Trọng tài thương mại","Cấp Tỉnh"
"1.008913","Đăng ký hoạt động Trung tâm hòa giải thương mại sau khi được Bộ Tư pháp cấp Giấy phép thành lập; đăng ký hoạt động Trung tâm hòa giải thương mại khi thay đổi địa chỉ trụ sở của Trung tâm hòa giải thương mại từ tỉnh, thành phố trực thuộc Trung ương này sang tỉnh thành phố trực thuộc Trung ương khác","000.00.00.G15","Bộ Tư pháp","Hòa giải thương mại","Cấp Tỉnh"
"1.008914","Cấp lại Giấy đăng ký hoạt động Trung tâm hòa giải thương mại, chi nhánh Trung tâm hòa giải thương mại, Giấy đăng ký hoạt động của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam","000.00.00.G15","Bộ Tư pháp","Hòa giải thương mại","Cấp Tỉnh"
"1.008915","Đăng ký hoạt động của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam sau khi được Bộ Tư pháp cấp Giấy phép thành lập; đăng ký hoạt động của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam khi thay đổi địa chỉ trụ sở từ tỉnh, thành phố trực thuộc Trung ương này sang tỉnh thành phố trực thuộc Trung ương khác","000.00.00.G15","Bộ Tư pháp","Hòa giải thương mại","Cấp Tỉnh"
"1.008916","Thay đổi tên gọi, Trưởng chi nhánh trong Giấy đăng ký hoạt động của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam","000.00.00.G15","Bộ Tư pháp","Hòa giải thương mại","Cấp Tỉnh"
"1.008922","Bổ nhiệm Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008923","Miễn nhiệm Thừa phát lại (trường hợp được miễn nhiệm)","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008924","Bổ nhiệm lại Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008925","Đăng ký tập sự hành nghề Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008926","Thay đổi nơi tập sự hành nghề Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008927","Đăng ký hành nghề và cấp Thẻ Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008928","Cấp lại Thẻ Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008929","Thành lập Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008930","Đăng ký hoạt động Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008931","Thay đổi nội dung đăng ký hoạt động của Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008932","Chuyển đổi loại hình hoạt động Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008933","Đăng ký hoạt động sau khi chuyển đổi loại hình hoạt động Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008934","Hợp nhất, sáp nhập Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008935","Đăng ký hoạt động, thay đổi nội dung đăng ký hoạt động sau khi hợp nhất, sáp nhập Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008936","Chuyển nhượng Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008937","Thay đổi nội dung đăng ký hoạt động sau khi chuyển nhượng Văn phòng Thừa phát lại","000.00.00.G15","Bộ Tư pháp","Thừa phát lại","Cấp Tỉnh"
"1.008950","Trợ cấp đối với trẻ em mầm non là con công nhân, người lao động làm việc tại khu công nghiệp","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Huyện"
"1.008951","Hỗ trợ đối với giáo viên mầm non làm việc tại cơ sở giáo dục mầm non dân lập, tư thục ở địa bàn có khu công nghiệp","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Huyện"
"1.008989","Thủ tục cấp lại chứng chỉ hành nghề kiến trúc (do chứng chỉ hành nghề bị mất, hư hỏng hoặc thay đổi thông tin cá nhân được ghi trong chứng chỉ hành nghề kiến trúc).","000.00.00.G17","Bộ Xây dựng","Quy hoạch xây dựng, kiến trúc","Cấp Tỉnh"
"1.008990","Thủ tục cấp lại chứng chỉ hành nghề kiến trúc bị ghi sai do lỗi của cơ quan cấp chứng chỉ hành nghề","000.00.00.G17","Bộ Xây dựng","Quy hoạch xây dựng, kiến trúc","Cấp Tỉnh"
"1.008991","Thủ tục gia hạn chứng chỉ hành nghề kiến trúc","000.00.00.G17","Bộ Xây dựng","Quy hoạch xây dựng, kiến trúc","Cấp Tỉnh"
"1.008992","Thủ tục công nhận chứng chỉ hành nghề kiến trúc của người nước ngoài ở Việt Nam","000.00.00.G17","Bộ Xây dựng","Quy hoạch xây dựng, kiến trúc","Cấp Tỉnh"
"1.008993","Thủ tục chuyển đổi chứng chỉ hành nghề kiến trúc của người nước ngoài ở Việt Nam","000.00.00.G17","Bộ Xây dựng","Quy hoạch xây dựng, kiến trúc","Cấp Tỉnh"
"1.009002","Đăng ký hỗ trợ tiền đóng học phí và chi phí sinh hoạt đối với sinh viên học các ngành đào tạo giáo viên tại các đại học, học viện, trường đại học, trường cao đẳng được phép đào tạo giáo viên","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Tỉnh"
"1.009249","Xét tặng giải thưởng Hải Thượng Lãn Ông về công tác y dược cổ truyền","000.00.00.G18","Bộ Y tế","Thi đua, khen thưởng","Cấp Tỉnh"
"1.009283","Chấm dứt hoạt động của chi nhánh, văn phòng đại diện của tổ chức hòa giải thương mại nước ngoài tại Việt Nam trong trường hợp chi nhánh, văn phòng đại diện chấm dứt hoạt động theo quyết định của tổ chức hòa giải thương mại nước ngoài hoặc tổ chức hòa giải thương mại nước ngoài thành lập chi nhánh, văn phòng đại diện tại Việt Nam chấm dứt hoạt động ở nước ngoài (cấp tỉnh)","000.00.00.G15","Bộ Tư pháp","Hòa giải thương mại","Cấp Tỉnh"
"1.009284","Đăng ký làm hòa giải viên thương mại vụ việc (cấp tỉnh)","000.00.00.G15","Bộ Tư pháp","Hòa giải thương mại","Cấp Tỉnh"
"1.009319","Thủ tục thẩm định thành lập đơn vị sự nghiệp công lập thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009320","Thủ tục thẩm định tổ chức lại đơn vị sự nghiệp công lập thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009321","Thủ tục thẩm định giải thể đơn vị sự nghiệp công lập thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009322","Thủ tục thẩm định thành lập đơn vị sự nghiệp công lập thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp huyện","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009323","Thủ tục thẩm định tổ chức lại đơn vị sự nghiệp công lập thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp huyện","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009324","Thủ tục thẩm định giải thể đơn vị sự nghiệp công lập thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp huyện","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009331","Thủ tục hành chính thẩm định thành lập tổ chức hành chính thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009332","Thủ tục hành chính thẩm định tổ chức lại tổ chức hành chính thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009333","Thủ tục hành chính thẩm định giải thể tổ chức hành chính thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009334","Thủ tục hành chính thẩm định thành lập tổ chức hành chính thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp huyện","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009335","Thủ tục hành chính thẩm định tổ chức lại tổ chức hành chính thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp huyện","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009336","Thủ tục hành chính thẩm định giải thể tổ chức hành chính thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp huyện","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009339","Thủ tục hành chính về thẩm định đề án vị trí việc làm thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009340","Thủ tục hành chính về thẩm định điều chỉnh vị trí việc làm  thuộc thẩm quyền quyết định của Ủy ban nhân dân cấp tỉnh","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009346","Xét tặng giải thưởng Đặng Văn Ngữ trong lĩnh vực Y tế dự phòng","000.00.00.G18","Bộ Y tế","Thi đua, khen thưởng","Cấp Tỉnh"
"1.009352","Thủ tục hành chính về thẩm định đề án vị trí việc làm thuộc thẩm quyền quyết định của Bộ trưởng, Thủ trưởng cơ quan ngang Bộ, Thủ trưởng cơ quan thuộc Chính phủ, người đứng đầu tổ chức do Chính phủ, Thủ tướng Chính phủ thành lập mà không phải đơn vị sự nghiệp công lập, Giám đốc ĐHQGHN, Giám đốc ĐHQGTPHCM, UBND tỉnh, TP trực thuộc Trung ương","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009354","Thủ tục hành chính về thẩm định số lượng người làm việc thuộc thẩm quyền quyết định của bộ, ngành, địa phương","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009354","Thủ tục hành chính về thẩm định số lượng người làm việc thuộc thẩm quyền quyết định của bộ, ngành, địa phương","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009355","Thủ tục hành chính về thẩm định điều chỉnh số lượng người làm việc thuộc thẩm quyền quyết định của bộ, ngành, địa phương","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Tỉnh"
"1.009355","Thủ tục hành chính về thẩm định điều chỉnh số lượng người làm việc thuộc thẩm quyền quyết định của bộ, ngành, địa phương","000.00.00.G09","Bộ Nội vụ","Tổ chức - Biên chế","Cấp Huyện"
"1.009394","Đăng ký xét tuyển học theo chế độ cử tuyển","000.00.00.G03","Bộ Giáo dục và Đào tạo","Quy chế thi, tuyển sinh","Cấp Tỉnh"
"1.009397","Thủ tục tổ chức biểu diễn nghệ thuật trên địa bàn quản lý (không thuộc trường hợp trong khuôn khổ hợp tác quốc tế của các hội chuyên ngành về nghệ thuật biểu diễn thuộc Trung ương, đơn vị sự nghiệp công lập có chức năng biểu diễn nghệ thuật thuộc Trung ương)","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Nghệ thuật biểu diễn","Cấp Tỉnh"
"1.009398","Thủ tục tổ chức cuộc thi, liên hoan trên địa bàn quản lý (không thuộc trường hợp toàn quốc và quốc tế của các hội chuyên ngành về nghệ thuật biểu diễn thuộc Trung ương, đơn vị sự nghiệp công lập có chức năng biểu diễn nghệ thuật thuộc Trung ương)","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Nghệ thuật biểu diễn","Cấp Tỉnh"
"1.009399","Thủ tục tổ chức cuộc thi người đẹp, người mẫu","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Nghệ thuật biểu diễn","Cấp Tỉnh"
"1.009403","Thủ tục ra nước ngoài dự thi người đẹp, người mẫu","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Nghệ thuật biểu diễn","Cấp Tỉnh"
"1.009407","Công bố đáp ứng tiêu chuẩn chế biến, bào chế thuốc cổ truyền đối với cơ sở khám bệnh, chữa bệnh bằng y học cổ truyền trực thuộc quản lý của Sở Y tế","000.00.00.G18","Bộ Y tế","Y Dược cổ truyền","Cấp Tỉnh"
"1.009420","12. Thủ tục đề nghị hỗ trợ tiền thuê đất, thuê mặt nước","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009422","13. Thủ tục tạm ứng kinh phí đào tạo nguồn nhân lực","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009423","14. Thủ tục thanh toán kinh phí đào tạo nguồn nhân lực","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009424","16. Thủ tục thanh toán kinh phí hỗ trợ phát triển thị trường","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009425","18. Thủ tục thanh toán kinh phí hỗ trợ áp dụng khoa học công nghệ","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009426","19. Thủ tục tạm ứng kinh phí hỗ trợ hạng mục xây dựng cơ bản","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009427","20. Thủ tục thanh toán kinh phí hỗ trợ hạng mục xây dựng cơ bản","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009428","21. Thủ tục thanh toán hỗ trợ chi phí vận chuyển","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009429","15. Thủ tục tạm ứng kinh phí hỗ trợ phát triển thị trường","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009430","17. Thủ tục tạm ứng kinh phí hỗ trợ áp dụng khoa học công nghệ","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009431","2. Thủ tục phê duyệt phương án cổ phần hóa thuộc thẩm quyền quyết định của UBND cấp tỉnh.","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009432","3.Thủ tục khấu trừ giá trị lợi thế vị trí địa lý.","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009433","23. Thủ tục miễn, giảm tiền thuê đất","000.00.00.G12","Bộ Tài chính","Tài chính doanh nghiệp","Cấp Tỉnh"
"1.009442","Thỏa thuận thông số kỹ thuật xây dựng luồng đường thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009443","Đổi tên cảng, bến thủy nội địa, khu neo đậu","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009444","Gia hạn hoạt động cảng, bến thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Huyện"
"1.009444","Gia hạn hoạt động cảng, bến thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009445","Thỏa thuận nâng cấp bến thủy nội địa thành cảng thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009446","Công bố chuyển bến thủy nội địa thành cảng thủy nội địa trong trường hợp bến thủy nội địa có quy mô, thông số kỹ thuật phù hợp với cấp kỹ thuật cảng thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009447","Công bố đóng cảng, bến thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Huyện"
"1.009447","Công bố đóng cảng, bến thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009448","Thiết lập khu neo đậu","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009449","Công bố hoạt động khu neo đậu","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009450","Công bố đóng khu neo đậu","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009451","Thỏa thuận thiết lập báo hiệu đường thủy nội địa đối với công trình xây dựng, hoạt động trên đường thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009452","Thỏa thuận thông số kỹ thuật xây dựng bến thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009453","Thỏa thuận thông số kỹ thuật xây dựng bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Huyện"
"1.009453","Thỏa thuận thông số kỹ thuật xây dựng bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009454","Công bố hoạt động bến thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
